Gene,overall_primate,class_primate,subtype_primate,meta-cluster_primate,overall_human_NHP,class_human_NHP,subtype_human_NHP,meta-cluster_human_NHP
ERBB2,0.988046709,0.915084926,0.953901274,0.741070418,0.98517339,0.875920028,0.960465322,0.840720099
ERBB3,0.995077849,0.89133758,0.85037155,0.70717799,0.997363765,0.850066348,0.788030786,0.674309979
ERBB4,1,0.995251238,0.995017693,0.999812456,1,0.99888535,0.999938075,1
ERC1,1,1,0.997958245,0.990467091,1,1,0.999973461,0.986004954
ERC2,0.999784147,0.999635527,0.997586695,0.998895966,0.999929229,0.999823071,0.999867304,0.999478061
ERCC1,0.906475584,0.833428875,0.879890304,0.761843595,0.982342534,0.977021408,0.973942852,0.856515393
ERCC2,0.952487615,0.96106511,0.892696391,0.836027955,0.972239915,0.997337226,0.984651451,0.976521585
ERCC3,0.893046709,0.822289455,0.638938429,0.739656759,0.915985492,0.766967445,0.548443029,0.745191967
ERCC5,0.613496108,0.499053432,0.532087757,0.518253715,0.603627035,0.516821479,0.655719214,0.755670559
ERCC6,0.694292286,0.704994692,0.767650389,0.681721515,0.833766808,0.958979122,0.956409236,0.832625619
ERCC6L,0.568998585,0.437864473,0.520090234,0.419814225,0.588605803,0.407842357,0.501782555,0.483567764
ERCC6L2,0.97858811,0.95876327,0.949156051,0.844635527,0.974115357,0.943276716,0.941998408,0.963420028
ERCC8,0.685612173,0.737563694,0.70329264,0.904327672,0.497222222,0.782448691,0.773133404,0.812951168
EREG,0.999624912,0.735992569,0.651818825,0.63913305,0.999584218,0.795678521,0.819258669,0.472036447
ERF,0.833524416,0.756479122,0.931940906,0.762570771,0.877114296,0.801654282,0.962411536,0.823257254
ERG,0.994536447,0.988581033,0.98423213,0.934332979,0.996956829,0.9740092,0.961827672,0.861513623
ERGIC3,0.74111465,0.674366596,0.621227884,0.834941614,0.650309625,0.651977176,0.611394197,0.800663482
ERH,0.771280962,0.96626327,0.929225053,0.885828025,0.835403397,0.980219391,0.955015924,0.848721691
ERI1,0.656988677,0.817321302,0.855143312,0.850355626,0.71470276,0.853888004,0.828074133,0.985142427
ERI3,0.996620665,0.999808917,0.999568294,0.994398443,0.997328379,0.99962845,0.999769993,0.990348549
ERICH1,0.88358811,0.995854565,0.978255485,0.913724345,0.95772293,0.998469568,0.995532555,0.977618542
ERICH2,0.998092711,0.909959306,0.822767162,0.872018754,0.999778839,0.940662597,0.946815287,0.922766277
ERICH3,0.886111111,0.857121373,0.899072895,0.996882519,0.896178344,0.867670736,0.941029724,0.994789455
ERICH5,0.725640481,0.669145435,0.694472753,0.665836872,0.835571479,0.740366242,0.820709483,0.735469745
ERICH6,0.75539632,0.794571833,0.778803963,0.813163482,0.819453291,0.781984253,0.743458068,0.849301132
ERICH6B,0.609989384,0.593635881,0.686778132,0.775307856,0.677954706,0.692825548,0.706042109,0.608921621
ERLEC1,0.846132343,0.958230715,0.943968507,0.876620665,0.952857396,0.969948691,0.967546886,0.84998673
ERLIN1,0.824890304,0.693825195,0.754168436,0.701449045,0.913605803,0.743856157,0.799402866,0.832652159
ERLIN2,0.939394904,0.879164897,0.801321656,0.594074664,0.979458599,0.960014154,0.865012385,0.701530432
ERMAP,0.787986553,0.773021939,0.842057679,0.891309271,0.869311748,0.821492392,0.882776008,0.960925336
ERMARD,0.698244869,0.780014154,0.65955414,0.631993984,0.807386766,0.788592534,0.708987969,0.556754246
ERMN,0.999263977,0.802602619,0.6159908,0.533671267,0.999522293,0.787172682,0.696965676,0.680688252
ERMP1,0.920799717,0.860152159,0.675498938,0.718915428,0.954555909,0.957806971,0.804140127,0.891542817
ERN1,0.990159236,0.995681175,0.997845011,0.999685067,0.988296178,0.998690729,0.999115357,1
ERP27,0.805774947,0.723729653,0.705139774,0.597404459,0.850309625,0.800716561,0.805714791,0.583691614
ERP29,0.815406936,0.635962491,0.766401274,0.766997523,0.842215145,0.630051309,0.774787686,0.657161182
ERP44,0.961001415,0.927643312,0.600674098,0.551551663,0.975185775,0.973876504,0.734297594,0.715282201
ERRFI1,0.892657466,0.833651805,0.848657113,0.867008139,0.949460368,0.865207006,0.908638535,0.987924628
ERVFRD-1,0.563386412,0.572528309,0.573834041,0.649263977,0.551415428,0.637455768,0.602335456,0.634421444
ERVMER34-1,0.556648974,0.535313163,0.577809625,0.783209483,0.633855272,0.638437721,0.667228415,0.867219568
ESAM,0.958750885,0.846457891,0.793826964,0.875040694,0.967338995,0.857762739,0.899854034,0.848602265
ESCO1,0.87047063,0.99017339,0.962181529,0.960044232,0.907590234,0.987393843,0.988437721,0.9572408
ESCO2,0.343719038,0.334614296,0.520757254,0.505659943,0.357661005,0.272943206,0.650203468,0.665622788
ESD,0.757094834,0.755888181,0.92101557,0.933282024,0.864437367,0.939848726,0.989773531,0.971753362
ESF1,0.718927813,0.915307856,0.959559448,0.949870842,0.78356334,0.995674098,0.992515924,0.971947983
ESM1,0.613000708,0.70598903,0.551328733,0.391716207,0.812756546,0.894758493,0.73861465,0.562119604
ESPL1,0.835654636,0.778209483,0.754125973,0.736997523,0.928246638,0.95552017,0.861376504,0.728857042
ESPNL,0.631482661,0.695238854,0.649791224,0.422967091,0.632767162,0.745444091,0.645138889,0.469298478
ESR1,0.644065817,0.749023355,0.800369781,0.739072895,0.789861996,0.868320948,0.784470099,0.742175336
ESR2,0.865406936,0.956588818,0.86413305,0.857576079,0.948425336,0.99326787,0.978609342,0.874553255
ESRP1,0.79858811,0.737523001,0.66386235,0.560583864,0.799354211,0.901074841,0.854250708,0.636681706
ESRRA,0.999005662,0.99962845,0.999791224,0.985408705,0.999646143,0.999884996,0.999929229,0.9982661
ESRRB,0.727512385,0.871100495,0.918667728,0.753803963,0.698743808,0.881820594,0.933262562,0.783404105
ESRRG,0.99947983,0.999989384,1,1,0.999424982,1,1,1
ESX1,0.46584218,0.504401982,0.482480538,0.693665959,0.560376858,0.698310333,0.495032732,0.556665782
ESYT1,0.976878981,0.99697983,0.991134112,0.972176221,0.983262562,0.997876858,0.99363942,0.962168259
ESYT2,0.99544586,0.989163128,0.934722222,0.791252654,0.996275655,0.989357749,0.972107219,0.868320948
ESYT3,0.87962845,0.977213376,0.971664897,0.95665782,0.934837226,0.973858811,0.992515924,0.964640835
ETAA1,0.833503185,0.811512739,0.874148974,0.885028309,0.742285916,0.804909766,0.828357219,0.987314225
ETF1,0.734401982,0.774978769,0.544943383,0.648673036,0.810341472,0.928330679,0.787464614,0.817821125
ETFA,0.913082095,0.995882873,0.993322718,0.925523708,0.933386412,0.993913659,0.999442675,0.963906582
ETFB,0.88153574,0.836008493,0.883126327,0.664028662,0.954237438,0.965100849,0.993785386,0.907917551
ETFDH,0.96502477,0.992873319,0.987126681,0.777254069,0.979193206,0.989313517,0.992462845,0.769922151
ETHE1,0.900438783,0.866081033,0.854021585,0.859568294,0.939543524,0.947545117,0.961447275,0.903711076
ETNK2,0.993839349,0.986082803,0.995679406,0.980293701,0.999239207,0.999309979,0.999637297,0.995205237
ETNPPL,0.998701345,0.770005308,0.699679759,0.645760793,0.999141897,0.871832979,0.773429759,0.815587403
ETS1,0.99022293,0.985776716,0.989143666,0.782756546,0.996328733,0.993449222,0.996372965,0.761898443
ETS2,0.99004954,0.992381458,0.997211607,0.967691083,0.998407643,0.999929229,0.999150743,0.997885704
ETV1,1,0.999989384,1,0.9997523,1,0.999982307,1,0.999964614
ETV2,0.630746638,0.575893489,0.73616242,0.680555556,0.473796886,0.28627477,0.571810863,0.492223992
ETV3,0.915958953,0.940329087,0.825782024,0.869808917,0.95623673,0.980701522,0.907156759,0.9300115
ETV3L,0.57161005,0.65418436,0.495061925,0.495794409,0.578759731,0.661584395,0.712641543,0.677817587
ETV4,0.944759377,0.967685775,0.9520046,0.986165959,0.983651805,0.996611819,0.930356511,0.995231776
ETV5,0.999961076,0.999996461,1,0.997820241,1,1,1,0.997231069
ETV6,0.998004246,0.999918613,0.999982307,0.999989384,0.999814225,0.999991154,1,1
ETV7,0.930813871,0.958434183,0.946997523,0.952275301,0.968303255,0.951234076,0.990056617,0.97732661
EVA1A,0.607767162,0.714168436,0.696811748,0.726716207,0.584784147,0.612407113,0.78098903,0.594125973
EVA1C,0.991843595,0.991666667,0.983041401,0.915300778,0.999239207,0.999557679,0.999831918,0.975530786
EVC,0.976472045,0.914782378,0.948041401,0.676070418,0.977530078,0.969608103,0.971390658,0.776216384
EVC2,0.984660297,0.856341118,0.927638004,0.676438429,0.975787332,0.824044586,0.887163836,0.609545294
EVI2A,0.995474168,0.819807148,0.75118719,0.290773178,0.996691437,0.855590941,0.639556794,0.150583864
EVI2B,0.740293701,0.846082803,0.732255839,0.443080326,0.831997523,0.777300071,0.723748231,0.348022824
EVI5,0.928655343,0.964350672,0.914065817,0.871671975,0.970762562,0.978830502,0.926521585,0.908174098
EVI5L,0.998991507,0.982811394,0.802121373,0.595935952,0.997753008,0.991675513,0.954675336,0.744749646
EVL,0.995640481,0.999996461,0.999946921,0.999716914,0.998133404,1,1,0.999902689
EVPL,0.811206653,0.628780962,0.604938075,0.554156051,0.891878981,0.757377919,0.614481599,0.483594303
EWSR1,0.900980184,0.895585633,0.793202406,0.691863057,0.945161005,0.966719745,0.80195506,0.652366419
EXD1,0.860212314,0.834378981,0.817041755,0.706252654,0.942781316,0.980829795,0.977875088,0.888782732
EXD2,0.982261146,0.961624204,0.97554494,0.858048478,0.985111465,0.979892074,0.991834749,0.956276539
EXD3,0.900435244,0.9389862,0.898071479,0.877392074,0.969789455,0.986111111,0.965043347,0.921580856
EXO1,0.687105449,0.628648266,0.638080326,0.589785916,0.813190021,0.781334041,0.804246285,0.603167021
EXO5,0.897239915,0.832167374,0.840822718,0.807121373,0.905086695,0.929166667,0.853454529,0.731086341
EXOC1,0.966295117,0.772018754,0.885088464,0.77309448,0.985943029,0.724239207,0.911332272,0.856258846
EXOC2,0.930452937,0.956165959,0.981049186,0.854444444,0.961473815,0.98638535,0.99055644,0.954591295
EXOC3,0.865537863,0.64539632,0.727392074,0.764605449,0.821107573,0.493281139,0.679144551,0.678052017
EXOC3L2,0.715884643,0.42886058,0.495640481,0.624492215,0.647558386,0.144683298,0.16912155,0.386495931
EXOC3L4,0.7782661,0.689124204,0.682047063,0.585504246,0.636969214,0.423487261,0.505440552,0.358726999
EXOC4,0.99848903,0.998510262,0.993400566,0.998064402,0.999840764,1,0.996293347,0.999938075
EXOC5,0.901592357,0.995023001,0.968386412,0.829276362,0.89841649,0.998199752,0.990251238,0.930046886
EXOC6,0.996822364,1,0.999992923,0.995452937,0.997133758,1,1,0.999460368
EXOC6B,0.999423213,1,0.999996461,0.983411182,0.999814225,1,1,0.994833687
EXOC7,0.719359519,0.854401982,0.673301486,0.67584041,0.818595188,0.874367481,0.859956653,0.854971691
EXOC8,0.770254777,0.704451522,0.819239207,0.704591295,0.811721515,0.820519285,0.803914544,0.612977707
EXOG,0.967338995,0.96834041,0.963124558,0.97277247,0.993568648,0.975380396,0.988552725,0.964441791
EXOSC1,0.942880396,0.783174098,0.840932413,0.690205237,0.975663482,0.916591472,0.951185421,0.864870842
EXOSC10,0.892586695,0.973593418,0.8557431,0.841128804,0.89497523,0.965830679,0.698752654,0.709885881
EXOSC2,0.774295824,0.667080679,0.729079972,0.809092357,0.883642958,0.827543347,0.93087845,0.872753008
EXOSC3,0.794610757,0.577864473,0.545789101,0.631932059,0.720957183,0.332143489,0.387765393,0.526579087
EXOSC4,0.883658882,0.769957537,0.765605096,0.812630927,0.843090941,0.63957891,0.658704883,0.675751946
EXOSC5,0.813991507,0.517602619,0.502569002,0.608570418,0.880652866,0.577954706,0.592325725,0.789149858
EXOSC7,0.851564048,0.869274593,0.827696391,0.792121373,0.88039632,0.856011146,0.780493631,0.840888181
EXOSC8,0.616850672,0.686061571,0.791859519,0.714483369,0.620249469,0.745567941,0.745501592,0.464216207
EXOSC9,0.833874735,0.720345011,0.827360226,0.749732838,0.900707714,0.810208776,0.886049186,0.913990623
EXPH5,0.973970276,0.936946214,0.905076079,0.931551663,0.99388712,0.986840941,0.952185067,0.970974876
EXT1,0.970067233,0.995212314,0.999518754,0.999869073,0.986279193,0.998726115,0.999371904,0.999973461
EXT2,0.707554848,0.850771408,0.803642958,0.717287686,0.715180467,0.892887473,0.811464968,0.617356688
EXTL1,0.973474876,0.914831918,0.837526539,0.566521585,0.994090587,0.946912597,0.910575902,0.515277778
EXTL2,0.987760085,0.992853857,0.990918259,0.985760793,0.986075725,0.988455414,0.978242215,0.965870488
EXTL3,0.957250531,0.991503892,0.988503185,0.998287332,0.950468861,0.99547063,0.972956476,0.99730184
EYA1,0.888251946,0.759118896,0.822406228,0.805969568,0.823743808,0.623195329,0.910845718,0.79215322
EYA2,0.89626327,0.859481599,0.90745046,0.893467799,0.919524062,0.870306971,0.911009377,0.900628096
EYA3,0.963379335,0.902940552,0.852333687,0.87086695,0.958979122,0.876817941,0.847231069,0.75428167
EYA4,0.690311394,0.773694268,0.767114296,0.548554494,0.815923567,0.942741507,0.950490977,0.751043878
EZH1,0.838888889,0.962347841,0.940306086,0.763644728,0.899637297,0.95673213,0.914574487,0.813287332
EZH2,0.899338287,0.988110403,0.986963907,0.992289455,0.969718684,0.999672682,0.993604034,0.997045294
EZR,0.98915782,0.981786978,0.957963553,0.930479476,0.995028309,0.995090234,0.987283263,0.911265924
F10,0.744334749,0.683110403,0.752441614,0.825309625,0.751123496,0.828096249,0.813198868,0.828029901
F11,0.759196745,0.712409766,0.684757608,0.732062987,0.811438429,0.847394728,0.937827318,0.875986377
F11R,0.97373673,0.990500708,0.97158528,0.987413305,0.972770701,0.981334041,0.980281316,0.989755839
F12,0.935590941,0.842860934,0.92636058,0.868501415,0.975008846,0.950517516,0.970417551,0.99410828
F13A1,0.828821656,0.94717799,0.692629158,0.614354211,0.850521939,0.974491331,0.731825018,0.638579264
F13B,0.409493984,0.435730715,0.538048478,0.520309625,0.623496108,0.604118011,0.72008581,0.674040163
F2,0.748184713,0.597777778,0.681719745,0.611956829,0.831192498,0.7490092,0.742754777,0.585690906
F2R,0.837285916,0.91552017,0.959161359,0.917590234,0.810934183,0.927760085,0.985368011,0.958899505
F2RL1,0.880106157,0.772731776,0.759667374,0.746464968,0.952476999,0.925698868,0.970753715,0.925256546
F2RL2,0.903888889,0.820659943,0.823800425,0.65393489,0.973354565,0.841702052,0.89778397,0.754865534
F3,0.998673036,0.922266454,0.981383581,0.844026893,0.998929582,0.973080326,0.999831918,0.982961783
F5,0.728014862,0.767229299,0.746604742,0.812692852,0.81470276,0.878405874,0.874172859,0.830882873
F7,0.787728238,0.681123496,0.656859519,0.73740092,0.78945506,0.709545294,0.694815994,0.67584041
F8,0.716627742,0.87571833,0.948131635,0.850070771,0.656661359,0.871691437,0.966786093,0.95441879
F9,0.44915782,0.614359519,0.561380042,0.524587757,0.527008139,0.729688606,0.734266631,0.784023355
FAAH,0.806539278,0.75084218,0.718694268,0.79376327,0.812685775,0.90415782,0.789141012,0.8947408
FAAH2,0.725636943,0.792776008,0.796940906,0.582298301,0.765233546,0.858041401,0.857506192,0.71691879
FABP1,0.692565464,0.761877212,0.786817056,0.688297948,0.742259377,0.780657289,0.863579264,0.703918967
FABP12,0.570120311,0.408142251,0.525019462,0.515382166,0.686836518,0.608864119,0.756108457,0.639587757
FABP2,0.501316348,0.651316348,0.644021585,0.622791932,0.635518401,0.814994692,0.852185067,0.778122788
FABP3,0.947937013,0.848623496,0.927777778,0.976128804,0.953220099,0.927370842,0.98173213,0.998213022
FABP5,0.865771408,0.927266454,0.971376504,0.935120311,0.879193206,0.953454529,0.985518401,0.98628804
FABP6,0.508768577,0.410350318,0.482735315,0.506939137,0.614640835,0.283939314,0.351096957,0.458258139
FABP7,0.927883935,0.97911005,0.963253715,0.795401628,0.947638004,0.995461783,0.993648266,0.769444444
FADD,0.739026893,0.716503892,0.641848903,0.544773531,0.808421798,0.802543347,0.74363942,0.631210191
FADS1,0.976496815,0.978450106,0.948950814,0.961719745,0.962659236,0.95920913,0.896350849,0.929953999
FADS2,0.997377919,0.994978769,0.991217268,0.989789455,0.99668259,0.988128096,0.979874381,0.991326079
FADS3,0.998704883,0.998368719,0.993759731,0.999907997,0.998274947,0.999893843,0.999531139,0.999991154
FADS6,0.816999292,0.792473461,0.773531493,0.73351557,0.824610757,0.748938429,0.79116242,0.773796886
FAF1,0.991433121,0.994539986,0.99467799,0.980238854,0.997195683,0.998673036,0.996443737,0.998434183
FAF2,0.843917197,0.876765747,0.858326256,0.860138004,0.867259377,0.951229653,0.946036801,0.930944798
FAH,0.874041047,0.813703114,0.821712668,0.675895258,0.862915782,0.777207183,0.829821302,0.72805644
FAIM,0.97128804,0.962935244,0.908405874,0.931217268,0.97158528,0.956342887,0.957510616,0.946815287
FAIM2,0.992569002,0.994203822,0.990240623,0.982222222,0.992630927,0.995125619,0.997523001,0.958085633
FAM102A,0.995983723,0.918547417,0.950695329,0.707208068,0.998036093,0.894152512,0.907992746,0.688207714
FAM102B,0.9582661,0.930923567,0.98066879,0.945803255,0.956121727,0.856550778,0.993329795,0.95601557
FAM104A,0.771365888,0.738795117,0.789731069,0.777687544,0.858660651,0.898841118,0.961995754,0.880820948
FAM104B,0.771836518,0.491638358,0.476673744,0.66346603,0.883996815,0.725760793,0.677578733,0.752087757
FAM107A,0.996641897,0.992777778,0.976625973,0.868138712,0.996647205,0.998655343,0.972713199,0.866998408
FAM107B,0.99606511,0.99985138,0.999918613,0.981107573,0.996355272,0.999778839,1,0.986986907
FAM110A,0.897692852,0.972721161,0.839196745,0.63663482,0.909315287,0.970851026,0.908572187,0.743294409
FAM110B,0.999992923,0.999861996,1,0.999861996,0.999991154,1,1,1
FAM110C,0.671797594,0.683848195,0.724235669,0.663499646,0.787446921,0.702919321,0.646974522,0.803087403
FAM111B,0.477466384,0.6102477,0.66106334,0.700014154,0.533359873,0.780418436,0.918772116,0.769528485
FAM114A1,0.945760793,0.948372258,0.825764331,0.727096603,0.972832626,0.992312456,0.958979122,0.847204529
FAM114A2,0.824518754,0.828446568,0.790663482,0.781185421,0.898186483,0.936442852,0.858704883,0.890361819
FAM117A,0.969476292,0.99344126,0.971912597,0.912073602,0.979352442,0.992078025,0.959487792,0.878494338
FAM117B,0.968825195,0.994635527,0.992307148,0.993435952,0.970762562,0.992259377,0.987146143,0.995709483
FAM118A,0.749695683,0.812445152,0.64584218,0.798561571,0.748611111,0.779511677,0.524792109,0.6892339
FAM118B,0.890028309,0.897195683,0.865,0.865835103,0.934492215,0.947726469,0.905002654,0.943869427
FAM120A,0.999953999,0.996836518,0.983917197,0.838924275,1,0.999416136,0.983625265,0.82096603
FAM120AOS,0.747933475,0.975674098,0.948696037,0.867501769,0.826185421,0.976990446,0.922735315,0.831289809
FAM120B,0.931748054,0.944472753,0.99561925,0.900001769,0.979228592,0.960854565,0.999424982,0.982439844
FAM120C,0.924317056,0.895230007,0.88908528,0.970146851,0.984368365,0.990773178,0.992980361,0.996293347
FAM122B,0.890973107,0.897983015,0.86452937,0.780638712,0.928370488,0.988946391,0.899358634,0.906245577
FAM122C,0.868616419,0.715417551,0.648048478,0.649072895,0.871886058,0.859894728,0.827786624,0.764631989
FAM124A,0.99517339,0.998987969,0.991450814,0.875996108,0.996620665,0.9987615,0.998274947,0.935332626
FAM124B,0.931273885,0.893057325,0.83539632,0.639055202,0.959324133,0.972655697,0.973407643,0.77829087
FAM126A,0.99893489,0.999798301,1,0.994886766,0.998062633,0.999982307,1,0.995417551
FAM126B,0.997363765,0.999317056,0.96168436,0.908430644,0.999646143,0.999725761,0.99705414,0.936146497
FAM129A,0.897809625,0.960028309,0.826174805,0.803214791,0.927229299,0.994470984,0.930405166,0.800101734
FAM129B,0.988549186,0.998481953,0.945923567,0.953660651,0.993170559,0.998849965,0.995567941,0.93270966
